Thinking,Moves,Feature locations,Request Time, Request / Prompt Tokens, response Time, Response Tokens, Latency(milliseconds),Total Tokens,Score_in_every_run
" ""First turn strategy: Harvest resources and build barracks"",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(7, 7): worker build((7, 7), barracks)"",\n      ""unit_position"": [7, 7],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""build""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(7, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 4) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(3, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:52:41.124602831Z,0,2026-02-02T23:52:45.009559864Z,0,3885,0,""
" ""Initial turn strategy: Start by harvesting resources and training workers."",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [1, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(1, 2): base train(worker)"",\n      ""unit_position"": [1, 2],\n      ""unit_type"": ""base"",\n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(1, 0): worker move((3, 3))"",\n      ""unit_position"": [1, 0],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(7, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 4) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(3, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:52:45.010096609Z,0,2026-02-02T23:52:49.644937421Z,0,4634,0,""
" ""First turn strategy: Harvest resources and train workers."",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [1, 2],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 1): barracks train(light)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""train""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(7, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 4) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(3, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:52:49.645521596Z,0,2026-02-02T23:52:53.485782797Z,0,3840,0,""
" ""Initial strategy: harvest resources, train workers, build barracks, and attack enemy base."",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [5, 2],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 1): base train(worker)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""train""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:52:53.486407512Z,0,2026-02-02T23:52:57.374999634Z,0,3888,0,""
" ""Focus on harvesting resources and expanding the base."",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [7, 7],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(1, 4): worker move((3, 5))"",\n      ""unit_position"": [1, 4],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(2, 6): barracks train(light)"",\n      ""unit_position"": [2, 6],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(3, 5): worker build((4, 6), barracks)"",\n      ""unit_position"": [3, 5],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""build""\n    },\n    {\n      ""raw_move"": ""(4, 6): worker attack((5, 7))"",\n      ""unit_position"": [4, 6],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""attack""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:52:57.375685468Z,0,2026-02-02T23:53:03.993739901Z,0,6618,0,""
" ""Start by moving units and harvesting resources, then train workers and build barracks."",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(2, 1): base move((2, 1))"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(0, 4): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [0, 4],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(7, 5): worker move((7, 5))"",\n      ""unit_position"": [7, 5],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(1, 4): barracks train(light)"",\n      ""unit_position"": [1, 4],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(5, 6): worker attack((7, 5))"",\n      ""unit_position"": [5, 6],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""attack""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:03.994378735Z,0,2026-02-02T23:53:10.619570327Z,0,6625,0,""
" ""First turn priorities: Harvest resources and train workers"",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(2, 1): base move((2, 1))"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(7, 5): worker move((7, 5))"",\n      ""unit_position"": [7, 5],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(1, 4): worker harvest((1, 0), (2, 1))"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(7, 5): barracks train(light)"",\n      ""unit_position"": [7, 5],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""train""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:10.620224002Z,0,2026-02-02T23:53:17.251998738Z,0,6631,0,""
" ""Start by moving the worker to the nearest resource node and harvesting resources."", ","""moves"": [\n  {""raw_move"": ""(2, 1): worker move((0, 0))"", ""unit_position"": [2, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n  {""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:17.252602253Z,0,2026-02-02T23:53:20.945820250Z,0,3693,0,""
" ""First turn, prioritize resource gathering and base development."", ","""moves"": [\n  {""raw_move"": ""(1, 2): worker move((0, 0))"", ""unit_position"": [1, 2], ""unit_type"": ""worker"", ""action_type"": ""move""},\n  {""raw_move"": ""(0, 0): worker harvest((0, 0), (0, 0))"", ""unit_position"": [0, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:20.946348616Z,0,2026-02-02T23:53:24.568846352Z,0,3622,0,""
" ""Start by harvesting resources and training workers."",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(2, 1): base train(worker)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(0, 4): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [0, 4],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:24.569416437Z,0,2026-02-02T23:53:28.429383151Z,0,3860,0,""
" ""Harvest resources, train workers, build barracks, train army, attack enemy base."", \n","""moves"": [\n    {""raw_move"": ""(1, 4): worker move((2, 3))"", ""unit_position"": [1, 4], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(0, 4): worker harvest((0, 0), (0, 4))"", ""unit_position"": [0, 4], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:28.429968367Z,0,2026-02-02T23:53:32.212549637Z,0,3783,0,""
" ""Initial strategy: Harvest resources, train workers, build barracks, train army, attack enemy base."", \n","""moves"": [\n    {\n        ""raw_move"": ""(0, 0): worker harvest((0, 0), (2, 1))"",\n        ""unit_position"": [5, 4], \n        ""unit_type"": ""worker"", \n        ""action_type"": ""harvest""\n    },\n    {\n        ""raw_move"": ""(7, 7): base train(worker)"", \n        ""unit_position"": [7, 7], \n        ""unit_type"": ""base"", \n        ""action_type"": ""train""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:32.213107722Z,0,2026-02-02T23:53:36.351056012Z,0,4138,0,""
" ""Initial strategy: Harvest resources and train workers"",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(2, 1): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(0, 4): worker move((0, 4))"",\n      ""unit_position"": [0, 4],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(1, 2): worker harvest((0, 0), (1, 2))"",\n      ""unit_position"": [1, 2],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(5, 4): barracks train(light)"",\n      ""unit_position"": [5, 4],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(1, 2): worker move((0, 0))"",\n      ""unit_position"": [0, 0],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(2, 6) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(6, 4) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(4, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 5) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 7) Enemy Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:36.351611777Z,0,2026-02-02T23:53:42.991131958Z,0,6640,0,""
" ""First turn strategy: move workers to resource nodes and build barracks"",\n  ","""moves"": [\n    {\n      ""raw_move"": ""(0,0): worker harvest((0,0), (2,1))"",\n      ""unit_position"": [0, 0],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(0,0): worker move((1,0))"",\n      ""unit_position"": [0, 0],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(1,0): barracks build((2,3), barracks)"",\n      ""unit_position"": [1, 0],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""build""\n    },\n    {\n      ""raw_move"": ""(2,3): worker harvest((0,0), (4,4))"",\n      ""unit_position"": [2, 3],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(5,6): barracks train(light)"",\n      ""unit_position"": [5, 6],\n      ""unit_type"": ""barracks"",\n      ""action_type"": ""train""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=12}"", ""(2, 1) Ally Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=0, current_action=\""idling\"", HP=10}"", ""(4, 4) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(3, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 5) Enemy Barracks Unit {current_action=\""idling\"", HP=4}"", ""(7, 4) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(5, 5) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 4) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(7, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(5, 7) Enemy Worker Unit {current_action=\""idling\"", HP=1}""]",2026-02-02T23:53:42.991756233Z,0,2026-02-02T23:53:49.428791779Z,0,6437,0,""
